reviews,sentiments,predictions,correctness
"I need a double sided slit slip that was short.  After going to several stores, it was just easier to order exactly what I wanted.  The quality and such are great.",1,1,1
"The item was what I expected however, It took them weeks to have the item shipped. I sent over emails to follow up and they never responded. Bad customer service.",1,0,0
"These mules are one of the most comfortable shoes that I  have. I like Clark products, their workmanship is always outstanding.  This product really holds my foot, the leather is soft, and your foot is just cushioned on the soles.  It is excellent. Great Buy especially for us that have a shoe size that cannot be bought in a department store..",1,1,1
I ordered this jacket and trust me...I didn't expect for it to be as beautiful in person as I did online!!!  I ordered a medium and it fits perfect.  It's not meant to be worn in very very cold weather unless you like to layer because it's not a heavy coat but it you don't like heavy coats and don't care for layering then this is the jacket for you.  The fabric is amazing and the fur is almost as close as the real thing.  I highly recommend it...it's assume!!!  Oh...and who can beat a price like that!!,1,1,1
"The Vintage Fatigue Cap, is a great looking, great fitting (true to size) item.  I was very happy when my cap arrived and saw that it looked better than I had imagined (even though the advertisement picture provided was an excellent reproduction).
   The cap came within the specified time and was packeged to arrive in excellent condition.  
   Once again, I am very happy with a product that I ordered through Amazon and its vendor",1,1,1
"I expected this bag to be much more comfortable ... but I have to constantly pull it back up on my shoulder just as often as other handbags. However, I do like all the compartments for organizing",0,1,0
A great bargain!  Saved 50% over buying separately.  Good quality.  Very satified,1,1,1
"These are the most comfortable panties I have ever owned in my life.  They fit right, don't ride up and look like new washing after washing.  I hope to never have to do without the Vanity Fair Microfiber panties again.  I would pay $10 a pair for these if I had to, they truly are awesome!!",1,1,1
"If you are a small frame person or a short person these will work fine for you. The white is thin and you can see through it so i don't reccomend buying white on this brand. The t-shirts run very small. A size x-large fits both of us very big on most brands but this brand was so tight we could not even get it on so these run very small. They are also short. 29 inches is short for a man's t-shirt. If you are tall, i would not recommend this t-shirt. 

The t-shirt is soft, not scratchy and the style is nice. We only had problems with the sizing and of course the white being so thin that it is see through",0,1,0
"I bought my first pair of berks from QVC and I loved them. I wore them as many places as I could because of the comfort, and  I simply refused to change shoes.  The only thing with that is the shoe ran over quicker than I anticipated so I had to buy three more pair. The heel does not last as long as a walking or running shoe from esprit --- that is the only draw back.

Since the inside of the shoe molds to your feet, it will reflect your shoe size if you lose or gain too much weight.  When I lost weight after having my baby, I lost weight in my feet as well and I had to start wearing bulky soxs with my berks instead of stocking.

When I first tried on my berks, they were a little tight and slightly uncomfortable but after walking around in them for about two days it loosen up and molded to my feet, -----  once that happened they were very comfortable from then on.

Another thing I love about it my sister cannot borrow my berks because she says they don't fit her right and they are uncomfortable. We wear the same size shoe give or take a few minor width inches here and there, but because the berks are molded to my feet imprint and my walking pattern she can't wear them comfortable. Yes, Yes, I love that little feature.",1,1,1
"Good value for the price! However, I should have ordered size 9 or possibly 8 . the size 10 med. is way too large. Couldn't afford to return for smaller size, wouldn't make sense to me since the price is so reasonable to begin with, return postage would have taken away the great value. j.iv",1,1,1
"Love them!!! I bought a pair for my niece for Christmas.  They are light, comfortable and surprisingly temperate.  My feet are never too cold or hot.  I now wear them everyday to work.  If it is raining outside then I wear a different pair to the building and put them on as soon as I am in my office",1,1,1
i bought this for my girl friend and she really loved it!!!! its very spacious...and has soft leather touch...a real buy and at awesome price!!,1,1,1
A red star!?!?  I bet this won't sell well in eastern Europe.,0,0,1
"I've looked and looked for a wallet to hold all my credit cards, store discount cards, medical cards, business cards, etc.... and one that didn't end up four inches thick after I got everything in it, which made it hard to sit down. I bought one of these wallets and used it for a year and it works great. I went back and bought two more for when the original wears out so that I would have to hunt for another one. But so far the original is holding up great",1,1,1
"Three Cheers to Wrangler for coming our with jeans that are made to fit a real woman and not some male designer's idea of what our bodies should look like.  This is the most comfortable pair of jeans I have EVER worn.  Aura also has casual khaki pants, but they're not sold here.",1,1,1
"I love tank tops (sleeveless shirts) and wear them pretty much all the time outside work. I have worn dozens of different brands of tank tops, including brands from popular sellers such as Banana Republic, but this tank top is is the best and in a league of its own. At just over $10, it is a bargain. It is so comfortable to wear. It has a great style that blends in with the body. I have no words to describe how much I love this tank top. So much that I have already bought one dozen of this tank top to stock up for future, fearing that it may run out of stock. The only downside is that it only comes in a few colors. Andrew Christian, please make this tank top available in all possible colors. I would be the first one to place order for aother dozen if you can provide more colors. Please make this tank top available in Size S also.",1,1,1
"I really like these particular bedroom slippers because they cover your entire foot. My feet stay cold year-round, so I wear bedroom slippers all the time. The slippers are very soft, nice to walk around the house in and I plan to buy more like these. I recommend them to anyone who wants a comfortable shoe at a good price",1,1,1
"Bought this for my son, he had been looking for a ""jogging suit"" like they had in the '80's and this was the '07 version",1,1,1
"I love this panty! It's so comfortable. The material is very silky and feels great on the skin, but it also have a lot of stretch which makes if fit very well. This was the first No Panty Line Promise panty I got, but after getting this I also went and got one of the thongs, which is also wonderful. I think this is one of the most comfortable panties I've ever worn. I want a lot more",1,1,1
"These are wonderful pants and for a good price too. My baby is wearing the 6-9 size and she is about 16 lbs and 26 inches at six months. The length is very good. I think she'll be in these at least another month or so. The material isn't cheap or light and they don't stretch out easily. The color of these match the colors in most baby clothing out there presently - which is very nice! I've bought a bunch of things from Baby Because through Amazon and some are really poor quality and others, like these, are wonderful, so don't judge them on their prices, some of their things are really nice. These pants are at least as good as the more expensive ones. I recommmend them",1,1,1
"As manufacturers continue to shed unprofitable lines and present ""one size fits all,""it becomes increasingly difficult
for those of us who wear narrow sizes to find shoes that fit in
anything other than the most expensive brands. These shoes
are well made and an excellent value. The only negative
is that are made from a wider last and have an internal spacer
to make them narrow. The heel tends to wallow a little bit in
my particular case",1,1,1
I bought this for my Grandson and he loves it. It saves his mom from picking up towels all over the house after his shower,1,1,1
"Nice top, Construction is ok at best. Great for knocking about without looking too casual",1,1,1
"I love the detroit tigers, this is a good buy for any baseball fan. its cheaper here then in stores",1,1,1
"I received this item as a gift and was disappointed when I pulled it out of the box. It's okay, but not as cute looking as the photo makes it seem. The beads on the hem and chest look nice in the photo, but are rather cheap looking. 
It looks like something I could make myself. Very cheap and plain looking.",0,1,0
"I received this today, a day earlier than the first day of the estimated delivery. I already tried it on and it fits perfect. It is definitely the quality I would expect from Leg Avenue. It is soft to touch, beautifully made and the perfect fit. I know my husband will be pleased",1,1,1
the swim suit was so unsatisfactory looking that I didn't even try it on.  it was blue striped with a totally different blue strap that didn't go with the main color of the suit.  Very poor choice for a grab bag.  Taught me not to use grab bag shopping from this company,0,1,0
"These boots are great! The seller is equally as wonderful as the merchandise!. These were a gift for my daughter and I got the wrong size. Communication,exchange process as quick and smooth as if I went to the store myself.  The correct size arrived and my daughter was DANCING AROUND THE HOUSE in her new boots.She LOVES them!! I would definately recommend this sellers store to anyone, and I have",1,1,1
"I bought this item for my mp3. Its perfect for protection, so you dont have to worry on damaging your mp3. The screen protector adds safety to the screen. I use the strap for exercising, its does its job. The clip is perfect if you dont want to carry your player in your pocket and hand all the time",1,1,1
I didn't realize how big this bag really was until I received it. It makes a nice gift though,0,1,0
"This Jock is awesome.  It's obviously a ""swim"" style jock with a narrow 1 1/4 inch waistband and standard leg straps.  The woven Jock pouch is soft, comfortable and holds everything great.  The best thing about this jock is that it feels like you're not wearing anything at all, it's very lightweight.  I ordered the Medium size and it didn't bind, twist, pinch or squeeze.  I like it so much I ordered two",1,1,1
"This garment is poorly sewn with cloth which was too thin to provide some very necessary functions for men. If you just want underwear look on; however, if your aim is to obtain a bedroom brief you can do better for less. At is unless the view is everythin",0,0,1
"These shoes are very, very comfortable.  The price was reasonable; delivery timely.  All in all, quite a satisfactory purchase",1,1,1
"These are great for beginners.  Yes, they are irregular and some make more noise than others, but for beginners and for practicing they are great.  It is a good purchase for the price.  If you do not mind the irregularities, you will be happy with these scarves",1,1,1
This is an excellent product. It gives great tummy control and there are no visible lines showing through your outer wear.  I have been wearing this style for years.  The material is very durable  - I have had some last for years and still look new,1,1,1
"The product is good. It makes the leg look elegant.

Amazing Price for a quality product",1,1,1
"These are comfortable, durable, attactive shoes at a good price.  Just right for the office.  I'm glad I made the right choice",1,1,1
"This bag meets all of my needs that I purchased it for; as a day tripper with my child. I purchased this bag to use to carry diapers, an epi-pen, wallet, hand sanitizer, etc in it and all of it fits plus more. This is one of the best purchases I have made in a really long time",1,1,1
"Overall I'm happy with the skin. It fits the Treo 700 very closely. This was custom formed for every curve, bump, and button on the Treo. My one complaint is they advertise it as compatible with the 700w and 700p. I should have paid more attention to the pictures and thought about it. The 700w and p, if you don't know, are almost identical except for the buttons just below the screen. The button layout is the same, but they different icons and purposes. Well, the skin has images on the button covers for the 700w, not the 700p. Not a huge deal, just a slight annoyance. I'm going to see if there's a way to remove these somehow",1,1,1
I have 2 pairs of this model shoe and love them.  After being a Nike fan for years I decided to give something else a try.  This shoe is lightweight and very comfortable.  I also love the classic style.  And you can't complain about the nice price,1,1,1
These are same shoes Men's Warehouse sells for $100. They fit very well and are very comfortable. I definitely would buy again,1,1,1
"This product is fine, however it was much too baggy.  I'm not that skinny and I felt like the excess leg space made me look ridiculous.  There is nothing wrong with the short, but I just wish I had bought a smaller size.  Definitely go with the smaller size if you buy this product.",1,1,1
"I ordered 5 of these dresses for my bridesmaids. Two of them were too big for the girls so I sent them in for smaller sizes. Not only was the exchange free, but the new dresses arrived within a couple of days! Now, all of my bridesmaids have dresses that fit perfectly and look beautiful! I would definitely order from GoJane again",1,1,1
"i have been a fan of this style since i was little and swam competitively. if you do not have a traditional petite body, this swimsuit is great! it has coverage in all the awkward areas that some of the other designs don't. i am 5'9 and well, not ""skinny"" and i was happy with the way it fit. if you are unsure of your size however, unless you are racing, it is best to order one size up. i went with a size up from what i wear in men's jeans and it seemed to work",1,1,1
"The Hi Strung shoes are the most comfortable dress shoes I have EVER purchased. They feel like slippers! The leather is really soft, just like gloves....as the description says. I'm a medium width and they fit just right. I wouldn't recommend them for someone with a wide foot because the leather is just right...no extra room for a wide foot.",1,1,1
"These boots are warm, comfy and a great deal.  The only thing missing is the ""ugg"" label, so if you're into quality and not brand these are the boots for you",1,1,1
its what i needed for all my cards ! you cant go wrong with this product . and the price was perfect .,1,1,1
The collar stays work well and the shipping was on par. I will consider ordering from this company again,1,0,0
received socks very fast and just what I ordered they are very warm and heavy work great in the cold. I bought 2pr and glad I di,1,1,1
"The only reason that they are not 5 stars is that the zipper is cheap.  A heavier duty zipper the easily slides would make these pants perfect.  Everything else about these pants are well made and comfortable, a good buy",1,1,1
"My daughter loved it, she uses it everydyay. Thank God, it's quick dry..",1,1,1
It is a must have for all monty python and the holy grail fans!,1,1,1
"Wasn't sure about the material these were made of, but they seem to hold up very well. Less fraying or seam tearing than silk but the same texture, maybe just a bit thicker. Less of a static problem than silk. Fit is average/typical or possibly a little on the larger than sized size",1,0,0
"Lovely trousers; but, on the third order that I made, through Amazon, the price was quoted as 47.70/pair, which I thought was a pre-Father's Day sale price; but Jos. A Bank added an extra charge for the trousers to reflect the price of 59.90/pair which I had paid previous to what I assumed was a reduction.  That seems a bit misleading to me, either on the part of Amazon or Jos. A Bank.  Would be nice if one or the other would be completely accurate in their price quotation.  Otherwise, I have no complaint about the products' looks or quality",1,1,1
This is a great little pack for kids to carry their own camera and money in when you go to a theme park.  The waist fits even slim kids,1,1,1
"I purchasese the red ones, and I love them. They really go well with many different colors. I was really pleasantly surprised",1,1,1
"With a good selection of colors to go with the casual style, to say I love these shoes is an understatement. They are very comfortable, and have grown on me so much, they are about the only casual style shoes I have bought in the past few years",1,1,1
"I will buy one at this time. Please put the shoes in a small box because when they put on in a big packing that is very expensive for my.  You complete measures of security for the articles but sometimes oneself articulates it is wrapped up different (in small or very big packings)    
  
I thank if it is possible to put it in a single very small box so that I pay less for the shipment (I transfer to my country) because there are very big differences of money.     
      
thank you      
      
MORAIMA MENDOZA",1,1,1
Very noisy and beautiful - and has not fallen apart after 1 dance/day minimum,1,0,0
"I love this bra. It is so comfortable and I never find myself having to ""adjust"" it like other bras. It stays in place and after a while I forget I have it on. I will say that it is not really very flattering, but hey its a sleep bra. I wear it around the house and it is just great.",1,1,1
"i am picky about the kind of sock i put on me & my son's feet. his feet have been sized as extra wide (!!) and these socks fit wonderfully, in his size, without being stretched tight. i love the high cotton content & the cushioned soles. these are well made socks & i will be buying from this brand when it's time for the next size up",1,1,1
These are so lovely and comfortable iam going to buy me another pair of these,1,1,1
I purchased this shirt for my husband.  He is thrilled.  Good quality garment.  Washed well.,1,1,1
"I wore this for a 50th birthday party for a Pirate theme.  Everyone loved it, and more so I loved how it looked and felt.  This is a great corset",1,1,1
"this a totally awesome fitting bra, even better for the fuller figure.

I am a 36 DD, love this bra, no poking and digging of the unerwires.

Great everyday bra.  This and CHAMPION  every day sport bra, these are my all time favorites.

My body has changed a bit, I think all women change through the years, so it's really imortant to try different styles of bras, for me this one and CHAMPION  work the best. 

Bali bras have always been my very favorite anyway.

I am not sure I think Bali makes the CHAMPION BRA

Thank",1,1,1
"Recently, I took a motorcycle trip from Atlanta, GA to Ft. Lauderdale, FL. Unfortunately, I didn't have the option of riding at night when it was cooler and with my thermometer on the bike showing between 100 and 110, it felt like riding through an oven with a hair dryer set on high blowing in my face. I also didn't have the luxury of air conditioning so to simulate this so I would pour water on my t-shirt and let the wind cool it down. 

After getting home, I recalled seeing a demonstration of a cooling vest that you soaked in water for a couple of minutes then wore under a jacket, preferrably mesh. I was amazed at how well it worked in the demo so I went online and ordered one.

The particular model I ordered from Amazon is the Deluxe Evaporative Cooling Vest in black. It came about a week after I ordered it via USPS Priority Mail. They offer several styles and colors, including some that have removable sleeves

The outer shell is quilted black nylon with 2 outside, zippered pockets and a zipper up the front. The neck has a velcro closure so it can fit snuggly around your neck if you want. The inner liner is blue and is 100% Nylon Taslan, a water repellant fabric, so it keeps you from getting all wet wearing it. Out of the package, it weighs just a few ounces but when you put it in water, the special material, called Polymer Embedded Fabric (PEF), between the inner and outer shells absorbs water and the vest ends up weighing about 2-3 lbs. You only need to soak it for about a minute. There are spandex panels on either side that allow for some for expansion. I got the Large size and it fits great, not too tight, not too loose. 

Once the water is absorbed, the instructions (on the tag in the vest) say you can wring it out or use a towel to blot the inner liner dry. Not being like a sponge, wringing it doesn't do a lot of good so I'd suggest blotting if you need to. While the inner liner is water repellant, there might be some water on it right after you soak it so putting it on might get you a little wet but if you don't soak it too long, the inner liner will be relatively dry. The material that holds the water doesn't expand like a sponge, it just holds lots of water...it's pretty interesting stuff.

The first thing you'll notice after a few seconds is that it's cool to the touch. The principle of it relies on the cooling properties of water as it evaporates and it really works. I haven't had a chance to ride with it in sweltering heat yet, but putting it on under my mesh jacket and riding without a windshield kept me nice and cool. I don't think I'd like to try it in anything less than about 65 deg (F) because I'd probably freeze nor would I want to use it under a leather jacket unless there was some way for the jacket to let wind flow through it. The inner liner stays pretty dry but you might get a little damp. The cooling effect will last several hours depending on how long you soak it and if you want to put things in the front pockets, they are lined with the same material as the inner liner so they'll stay relatively dry. One thing I've found though, it'll take several days to completely dry out unless you ride with it. The water is very slow to evaporate but once it does, the weight goes back down to a few ounces.

Bottom line, I HIGHLY recommend getting one of these if you routinely ride in hot weather. They're an inexpensive way to keep cool and they're stylish (except for the hi-vis lime green). Wear it under a mesh jacket and you won't know it's hot outside.",1,1,1
My girl is very happy of your product. Thank you for giving us excelent products. Regard,1,1,1
Arrived in an evelope on time. The Darh Vadar character looks a little bit off in its representation. The medium is big for a medium.,1,1,1
"I had the same problem about it not really being true to size. I'm small, 5'0 and about 100lbs, but when I put the small on, it was tight. I don't have much weight to lose, so I guess I'll be spending more time in the gym toneing up.

I've gotten lots of compliments on it though",1,1,1
I ordered this item one month ago and still haven't recived JACK!!!!,0,0,1
"Good quality socks.  Wear well, wash well, are comfortable to wear.  Would recommend Wigwam products",1,1,1
"My girlfriend thinks they're sexy and they're solid underwear.  No swampiness from boxers or boxer briefs.  If you're a briefs guys (I switch around), these are the way to go",1,1,1
Thin - but great gloves.  You can use your car keys with these on,1,1,1
"This dress is a BARGAIN. I'm chaperoning prom this year, and this is perfect!  Who would have thought one could get such a lovely dress for such a low price.  It is pure ELEGANCE.",1,1,1
I got this robe for my wife for Christmas and she LOVES it. All of her girlfriends are super jealous and have been asking where I got it and telling their husbands they need to get them one. She says it is very comfortable and warm. It's long enough to curl up in and just hang out and enjoy the day. Very nice quality and comes nicely packaged,1,1,1
"All Aerosoles have that extra aaaahhh when you wear them, and these are no different.  I've worn them with skirts, slacks and jeans, my daughter (teen) liked them so much that she bought herself a pair.  I liked my black pair so much that I bought them in brown also",1,1,1
"I've been wearing these Waterproof Rockports for years but this is the first pair I ordered (directly) from Amazon.

They are terrific everyday shoes.  Very comfortable and very practical (waterproof).  They now come with Vibram soles, I believe for the first time.

The price from Amazon is significantly less than what I have paid at local discount retail outlets in the past",1,1,1
"Great price, great style, easy on/off for parents!!  Fast shipper too!!  Just great sneaks - tough too!",1,1,1
Great Quality Shirt and no itchy tag...very quick shipping from seller.  I love the nice selection of colors and the shirt is not too tight and not too lose.  Has a cool Champion logo,1,1,1
"I really wanted these boots and had been contemplating getting them for almost 6 months.  When they came I was so excited and took them out of the box to look at them and they were stained.  I was extremely disappointed that the product was defective, because I have never had a problem with any Amazon products in the past, I sent it back and I was reimbursed for my purchase.  I am really disappointed I will think twice before I purchase any shoes from Amazon again",0,0,1
"This boot looks good and is very comfortable to wear; my only caveat is that it easily scuffs, especially on the toe.   And you often have to apply shoe polish.  But other than that, it's a terrific shoe",1,1,1
"The Vibram soles leave black streaks all over the floors, and make it so I cannot wear them at work.  I love Rockports in general, and these are comfortable and well made as expected, but they leave a trail of scuff marks",0,1,0
Wear them daily on the job and on commutes. Saves time using Velcro instead of laces. I did some running in them but they are really better for walking instead. After two months of wear the sole is still in one piece and the stitches are still in place. The interior sole lining smells bad after 2 days wear due to the material they NB makes it with. I had to changed them out and put better ones in.  This was the only minor problem I had with them. On top of that the availablity of extra wide sizes means no blisters or corns!!,1,1,1
The slipper seems to have some craftmenship. In my case they seem to run about a half size small. Who wants to wait for a pair of slippers to stretch? I wish I had known this in advance ... they look good in my closet though,0,1,0
"I purchased these for my 12 year old daughter. They are beutiful and she loves them. She wears them as shoes outside. At first I was so worried about them getting ruined and dirty, but they are very hardy and wipe clean very easily. We are both very happy with the purchase",1,1,1
It looks great but the lace in the back itches so bad that I cannot wear it,0,0,1
I gave these booties as a Christmas gift to my sister.  She loved them.  We both really like the chinchilla lining; it's so soft and warm.  I would recommend this product to others.  I have given other styles of Acorn slippers to friends and family.  I also have a pair of Acorn slippers.  I love them,1,1,1
"These are the cutest little baby socks that look like shoes I have ever seen.  The packaging is great, the colors are great and I can hardly wait to gift them to my new grandson :-",1,1,1
"I bought this tank in red & the color of the fabric is wonderfully vibrant.  The quality of the fabric is so nice that I wore the top to dinner with a printed skirt & received several compliments on the outfit.  Caution! This style runs about 1 size small.  Athletica offers excellent, personalized customer service and every one of the 10 tank tops I ordered were of a quality for which some brands cost as much as $38.",1,1,1
"These glasses fit great and with the spring hinges on the side it makes you feel better to know they won't snap like some other glasses, not to mention they look great",1,1,1
I'm an Old Corp Marine and need a pair of jungle boots to replace my old ones. The new boots they have in the military didn't suit me and was happy to see these boots at a really good rate. I couldn't find one my size and order them through Amazon. They arrived by UPS and after breaking them in they work just fine.,1,1,1
"I really did not believe that this item would work. I lit ""three on a match and ordered three to prove it. I still can't believe just how well it worked just perfectly as promised. Where has this product been all my life! I just happened to ""stumble"" over it looking for ties. Thanks for
your great product placement. I can promise anyone reading this one thing:
YOU WILL NOT FIND A BETTER VALUE FOR YOUR MONEY ANYWHERE on the internet",1,1,1
I ordered three of these types of items. They were all fairly good but this was the best. I use it everyday,1,1,1
The socks were a gift for a friend. They really enjoy the comfort and cozy feeling of the plush socks. They are a great buy,1,1,1
"I am happy with this choice. it matches my green mini so well. i do have to say that the cut out for the wheel is a little off, but everything works just fine. i like the cute cut out for the headphones. it also closes with magnets at the bottom. which is nice, you can access it very easily.",1,1,1
"This sandal is beautiful, gold with gemstones, and easy to wear.  Kenneth Cole never disappoints and this sandal is a rare bargain.  I got a size 8 and my feet have plenty of room.  It is wide enough as well.  This color makes every outfit look special.  I think the price is 50% off the original.  This may be the shoe of the summer!",1,1,1
"The EasyGo Travel Pillow with Pouch (Black) is functional, comfortable, and had timely shipping. It also makes a nice travel gift.",1,1,1
"Good color visibility; nicely structured with warmth applicable to the unspeakable and inhuman frigidites of the amerikan North.
The hat fits snugly and will evoke a positive commentary now and again. 
I have ordered Maroon but will likely add some other color choice, as the array is rather impressive. For an 100 % acrylic knit, this is not a bad hat; the only problem perhaps being that it sucks up hairs very easily, almost as if it were a hair-vacuum machine.",1,0,0
"I am a 40D and it is very difficult to find a bra that lifts, is comfortable and the straps will stay on all day. My search is over. This bra stayed on my shoulders all day!!! This has never happened to me before. Wonderful product, seamless and comfortable. Please don't hesitate to buy",1,1,1
"My son got the honor of playing ring bearer at a friend's wedding, but the problem of finding a tux to fit an 18 month old was difficult. Everywhere we looked, the price was actually going to be *more* than renting an adult tux! 

As much as I try to help the local economy, I hate to say, I was delighted to find a tux online for nearly half the price as the local stores. The suit fit my son nearly perfectly, and was very easily adjusted in places that were slightly too large (my son has little to no bottom, so all of his pants will eventually fall off if I don't clothes pin them in back... that was nothing new).

In addition to this being adorable, it's COMPLETE. Even the comberbun. Needless to say, he, and the suit were a hit. 

I am very, very happy with this purchase",1,1,1
Very cheaply made - transparently thin weave - and much too small for an adult with a head larger than a grapefruit.  I returned it.  WAY overpriced even at $7.99.,0,0,1
"I purchased this shirt for my golfer mom for Christmas and had to return it.  I bought an XL because she normally wears a 16, but the shirt was about the right size for me (an 8).  The quality seemed to be fine, but the sizing was very misleading",0,0,1
"I was able to track the progress of this item, and it took almost two weeks AFTER the order request hit the warehouse for for the item to be shipped.  I also paid for 2 Day shipping and once the item shipped it took 3 days to get to me",0,0,1
"The Luxury Spa Robe with the Cotton Terry Lining is the BEST robe that you can find.  We have gotten so may other robes, but this is the one!  My husband and I each have one and it feels like we are in the spa every day!  You can't go wrong with it and it's worth every dollar!  And it's the greatest gift to give!",1,1,1
the item Nike B2.9 Gymsack  arrived in foreseen time and it is the great usefulness for my because it is comfortable,1,1,1
"This men's raincoat is an outstanding bargain. It features classic styling, is very well made and is being offered at a reasonable price. Without doubt, I consider this a terrific purchase.",1,1,1
This is the best Jock Strap I have ever had.  The waist strap was not too large or small and the pouch was made of extremely supportive and comfortable materials,1,1,1
I like how smooth it is under t-shirts but the size is out. I ordered my usual 34B but found it too small. 34B fits in other brands so I know it's not because I've got bigger,0,1,0
"Shoes arrived very quickly and I am estatic with the price, paid one quarter of the amount other places and catalogue's were asking.  This was truly a GREAT deal.  I got 2 pair of lovely shoes for almost half the price on 1 pair",1,1,1
"Like wearing a moccasin only with more support. More supple than most Driving Shoes, and light weight too. Soles wear very well, as do uppers. A Great looking shoe that has become my favorite knocking around shoe, yet plenty dressy for evenings eating out in Southern Cal",1,1,1
I like the wallet. The quality was good but the wood gift box was a big disappointment. I expected the box to be fully enclosed but it wasn't and the wallet fell out of it,1,1,1
"These pants were washed one time, following the washing instructions, they were not put in the dryer, and they shrunk not only around, but lengthwise.  I had purchased these same pants a year or so ago and didn't have any problems.  I look forward to your reply",0,0,1
"I wanted a simple, plain, handsome tie clip. It's easy to place and 
grips just well enough to hold your tie in place in face of errant 
tugs and pulls as well as in high winds but it doesn't clamp so 
tight to mark or ruin one's more delicate ties made of materials 
like silk, etc. 

The silver and gold clips are both basic and normal tones that 
you would want to go with everything of the like. Look them up. 
Great for the price and people can't tell what you paid for the 
clip--as they retain their shine. Worth the price ten fold",1,1,1
"If you have every pair of dickies ever made, this is the product for you. No one around will have these.  It's an excelent way to express alittle of yourself when you already have expressing yourself down pat.  They also came in a very timely manner.  I was very inpressed.  They look way better in person",1,1,1
"GREAT...it's little bit heavy but a got used to it. appearance is great, and as KG says ""It rock with jeans""...first two days a had had blisters but after one week it's like being in heaven",1,1,1
"This is a wonderfully made garment.  People thought I paid big bucks for it. It looks like real leather and the construction is great.  This was my second time purchasing this costume.  My son out grew the first one in the child size and it still looks like new.  He wanted to be Neo for another costume party and begged me to buy another so -I got the adult small, which was a little big for him.  I wish I would have gotten the teen size. Even so - Its was a great purchase and he will grow into it",1,1,1
"I love Birkenstock and at this price, I just couldn't let it pass!  They are so comfortable.  I'm wearing them right now!",1,1,1
"it means so much to me to be able to buy a pair of jeans that fit me in length.  ya who.
Am",1,1,1
"A friend suggested these shoes for waltzing around the neighborhood. I will never forget that day.

The first thing you must know about these shoes is that they are horribly uncomfortable at first. With stiff plastic boards attached to your feet, you wander around wondering why you'd ever wasted your money. Soon, however, they start to mold to your feet. They take on every bone, every curve, every nitch. The next thing you know, it's like wearing a glove. Perfect shoes that seemed to be made just for you. As they age, they eventually start to smell, and you replace them and repeat the whole process.

I love these shoes. However, they do not love me. After years of wearing them, the lack of arch support finally did me in... I developed foot problems that rendered walking impossible for a few days. The pain lasted months. With time, and care, my feet are better. But I can't go back to these amazing shoes.

My suggestion is to wear them sparingly.",1,1,1
"Beatifull, Nice, Fancy!! This is a very good quality item. The only thing I would say about it, is that it has little details is the leather strap. I had to apply some glue on it, but its perfectly now",1,1,1
Great looking pair of shoes.The elastic on the big toe is a little too tight.May be after some time of ware it will be better,1,1,1
"Great leggings....I love the feel of these....thicker than the regular cotton/lycra leggings and they hold you in nicely.....One thing I like about Danskin is the waist elastic is not tight, it just rests on your waist. It's extremely comfortable. Gusseted cotton crotch is also a plus...I wear these to yoga, pilates, on hikes with my dog and just about everywhere else. Oh, and they look much more expensive than the cotton leggings......I even wear them in 90 degree weather. I just can't get enough of them......I have always appreciated Danskin quality, just machine wash and dry and off you go....",1,1,1
"These are great shorts to work, play, or live in.  Like all Carhartt jeans and dungarees, they're very comfortable to wear without underwear on those hot days (or any day).

They tend to be sized a bit big.  I normally wear a 38x36, but with Carhartt dungarees I wear a 36x34.

Well worth the money",1,1,1
"Order arrived quickly, and though I haven't worn them yet, they appear to be a good bargain",1,1,1
"Forget for a second that these panties are crotchless and let's focus on how they look. They look great, dynamite on the eyes, front, back and sideways. Just absolutely georgous. Every bit as good looking as the Tango Tanga panties, also by Love Fifi that I think really look good. Boy I have to admit when it comes to lady's undies, these Love Fifi people really know their stuff",1,1,1
"I am vey unhappy with the sales professional in Nautica outlet stores. I had a very bad experience at Nautica store outlet stores. The customer service representatives are very rude and unprofessional. They basically said they don't really care if they lose one customer, other customers will  still buy. ( if that is the case, why are prices slashed by 50%...it is because people do not want to pay the full price ...)I do not think I will ever buy from Nautica. A few uncaring sales represtatives give a very bad name to the whole company",0,0,1
"Pros:
Ultra Fast delivery w/package tracking. Item was shipped within a few hours of order. Suit is in great condition and I like the color.
Cons:
When they say grab bag...that means the suit may or may not look like the picture. Mine turned out to be a blue stripped jammer...which is cool with me cause I actually wanted a blue jammer. Just be prepared",1,1,1
"This is definitely a tomboy bag; with lots of buckles, straps, and a strategically placed pocket to carry your cell-phone/Blackberry or PDA.  The main compartment can fit all the daily essentials and then some, and its also got a long shoulder strap that you can sling across your chest.

The only downfall is that there are no studs on the bottom of the bag, and if the bag is handled roughly over a long period of time, there is the chance that the bottom will be damaged, stained, or torn (that's why I took of 1 star).

If you like sports and are inspired by athletic design in luxury handbags, Prada's sports line is the winner, and this bag embodies feminine athleticism, superb design, and every-day practicality.",1,1,1
"This shawl is soft, cozy, warm...a perfect wrap for the winter. I'm getting one for all my friends this Christmas-it couldn't be better priced.",1,1,1
"I purchased this shoe at a retail store, before just now finding it on Amazon, for less (of course). Buy this shoe!! It is the most perfect shoe. It has the graceful look of a ballet slipper, the comfort of walking barefoot, and the active sole of a tennis shoe. The velcro makes it easy on and off, so it is great for the active mom. I wish I could get it in every color, but the pink is just too fun. And, it actually looks good with whatever color I'm wearing - it's just that cute of a shoe! Enjoy",1,1,1
